date,data,cols
2017-07-01 00:00:01,1326.0,channel_1
2017-07-01 01:00:01,967.0,channel_1
2017-07-01 02:00:01,653.0,channel_1
2017-07-01 03:00:01,467.0,channel_1
2017-07-01 04:00:01,268.0,channel_1
2017-07-01 05:00:01,219.0,channel_1
2017-07-01 06:00:01,243.0,channel_1
2017-07-01 07:00:01,416.0,channel_1
2017-07-01 08:00:01,792.0,channel_1
2017-07-01 09:00:01,1558.0,channel_1
2017-07-01 10:00:01,2359.0,channel_1
2017-07-01 11:00:01,3102.0,channel_1
2017-07-01 12:00:01,3865.0,channel_1
2017-07-01 13:00:01,4132.0,channel_1
2017-07-01 14:00:01,3852.0,channel_1
2017-07-01 15:00:01,4142.0,channel_1
2017-07-01 16:00:01,3916.0,channel_1
2017-07-01 17:00:01,3770.0,channel_1
2017-07-01 18:00:01,2818.0,channel_1
2017-07-01 19:00:01,2553.0,channel_1
2017-07-01 20:00:01,2003.0,channel_1
2017-07-01 21:00:01,1890.0,channel_1
2017-07-01 22:00:01,1628.0,channel_1
2017-07-01 23:00:01,1374.0,channel_1
2017-07-02 00:00:01,1220.0,channel_1
2017-07-02 01:00:01,969.0,channel_1
2017-07-02 02:00:01,696.0,channel_1
2017-07-02 03:00:01,549.0,channel_1
2017-07-02 04:00:01,308.0,channel_1
2017-07-02 05:00:01,375.0,channel_1
2017-07-02 06:00:01,332.0,channel_1
2017-07-02 07:00:01,442.0,channel_1
2017-07-02 08:00:01,606.0,channel_1
2017-07-02 09:00:01,1174.0,channel_1
2017-07-02 10:00:01,2122.0,channel_1
2017-07-02 11:00:01,2840.0,channel_1
2017-07-02 12:00:01,3367.0,channel_1
2017-07-02 13:00:01,3713.0,channel_1
2017-07-02 14:00:01,3829.0,channel_1
2017-07-02 15:00:01,3689.0,channel_1
2017-07-02 16:00:01,3680.0,channel_1
2017-07-02 17:00:01,3087.0,channel_1
2017-07-02 18:00:01,2825.0,channel_1
2017-07-02 19:00:01,1994.0,channel_1
2017-07-02 20:00:01,1392.0,channel_1
2017-07-02 21:00:01,1413.0,channel_1
2017-07-02 22:00:01,748.0,channel_1
2017-07-02 23:00:01,562.0,channel_1
2017-07-03 00:00:01,260.0,channel_1
2017-07-03 01:00:01,91.0,channel_1
2017-07-03 02:00:01,165.0,channel_1
2017-07-03 03:00:01,118.0,channel_1
2017-07-03 04:00:01,94.0,channel_1
2017-07-03 05:00:01,242.0,channel_1
2017-07-03 06:00:01,516.0,channel_1
2017-07-03 07:00:01,1095.0,channel_1
2017-07-03 08:00:01,2727.0,channel_1
2017-07-03 09:00:01,2212.0,channel_1
2017-07-03 10:00:01,2741.0,channel_1
2017-07-03 11:00:01,3511.0,channel_1
2017-07-03 12:00:01,4254.0,channel_1
2017-07-03 13:00:01,4608.0,channel_1
2017-07-03 14:00:01,4068.0,channel_1
2017-07-03 15:00:01,3961.0,channel_1
2017-07-03 16:00:01,3996.0,channel_1
2017-07-03 17:00:01,4441.0,channel_1
2017-07-03 18:00:01,3168.0,channel_1
2017-07-03 19:00:01,2213.0,channel_1
2017-07-03 20:00:01,1611.0,channel_1
