date,data,cols
1985-01-01 00:00:00,23896.0,channel_1
1985-02-01 00:00:00,18543.0,channel_1
1985-03-01 00:00:00,26609.0,channel_1
1985-04-01 00:00:00,26060.0,channel_1
1985-05-01 00:00:00,27689.0,channel_1
1985-06-01 00:00:00,26213.0,channel_1
1985-07-01 00:00:00,27135.0,channel_1
1985-08-01 00:00:00,25294.0,channel_1
1985-09-01 00:00:00,26067.0,channel_1
1985-10-01 00:00:00,27243.0,channel_1
1985-11-01 00:00:00,25838.0,channel_1
1985-12-01 00:00:00,28391.0,channel_1
1986-01-01 00:00:00,27077.0,channel_1
1986-02-01 00:00:00,20833.0,channel_1
1986-03-01 00:00:00,25641.0,channel_1
1986-04-01 00:00:00,27476.0,channel_1
1986-05-01 00:00:00,28487.0,channel_1
1986-06-01 00:00:00,29093.0,channel_1
1986-07-01 00:00:00,31398.0,channel_1
1986-08-01 00:00:00,31802.0,channel_1
1986-09-01 00:00:00,34217.0,channel_1
1986-10-01 00:00:00,35019.0,channel_1
1986-11-01 00:00:00,34708.0,channel_1
1986-12-01 00:00:00,37728.0,channel_1
1987-01-01 00:00:00,33522.0,channel_1
1987-02-01 00:00:00,32533.0,channel_1
1987-03-01 00:00:00,38242.0,channel_1
1987-04-01 00:00:00,39545.0,channel_1
1987-05-01 00:00:00,39732.0,channel_1
1987-06-01 00:00:00,39141.0,channel_1
1987-07-01 00:00:00,41588.0,channel_1
1987-08-01 00:00:00,41227.0,channel_1
1987-09-01 00:00:00,43566.0,channel_1
1987-10-01 00:00:00,44058.0,channel_1
1987-11-01 00:00:00,44648.0,channel_1
1987-12-01 00:00:00,46790.0,channel_1
1988-01-01 00:00:00,47851.0,channel_1
1988-02-01 00:00:00,39231.0,channel_1
1988-03-01 00:00:00,51923.0,channel_1
1988-04-01 00:00:00,52438.0,channel_1
1988-05-01 00:00:00,55178.0,channel_1
1988-06-01 00:00:00,54567.0,channel_1
1988-07-01 00:00:00,59887.0,channel_1
1988-08-01 00:00:00,59783.0,channel_1
1988-09-01 00:00:00,63284.0,channel_1
1988-10-01 00:00:00,63070.0,channel_1
1988-11-01 00:00:00,64298.0,channel_1
1988-12-01 00:00:00,72094.0,channel_1
1989-01-01 00:00:00,66993.0,channel_1
1989-02-01 00:00:00,50109.0,channel_1
1989-03-01 00:00:00,65198.0,channel_1
1989-04-01 00:00:00,63014.0,channel_1
1989-05-01 00:00:00,66170.0,channel_1
1989-06-01 00:00:00,60399.0,channel_1
1989-07-01 00:00:00,57134.0,channel_1
1989-08-01 00:00:00,57712.0,channel_1
1989-09-01 00:00:00,59424.0,channel_1
1989-10-01 00:00:00,58409.0,channel_1
1989-11-01 00:00:00,58534.0,channel_1
1989-12-01 00:00:00,67312.0,channel_1
1990-01-01 00:00:00,54790.0,channel_1
1990-02-01 00:00:00,52678.0,channel_1
1990-03-01 00:00:00,58895.0,channel_1
1990-04-01 00:00:00,59724.0,channel_1
1990-05-01 00:00:00,62400.0,channel_1
1990-06-01 00:00:00,58446.0,channel_1
1990-07-01 00:00:00,63860.0,channel_1
1990-08-01 00:00:00,65095.0,channel_1
1990-09-01 00:00:00,65340.0,channel_1
1990-10-01 00:00:00,68028.0,channel_1
1990-11-01 00:00:00,69708.0,channel_1
1990-12-01 00:00:00,75412.0,channel_1
1991-01-01 00:00:00,72637.0,channel_1
1991-02-01 00:00:00,54927.0,channel_1
1991-03-01 00:00:00,73305.0,channel_1
1991-04-01 00:00:00,72248.0,channel_1
1991-05-01 00:00:00,73713.0,channel_1
1991-06-01 00:00:00,69748.0,channel_1
1991-07-01 00:00:00,73533.0,channel_1
1991-08-01 00:00:00,73627.0,channel_1
1991-09-01 00:00:00,73669.0,channel_1
1991-10-01 00:00:00,76007.0,channel_1
1991-11-01 00:00:00,77413.0,channel_1
1991-12-01 00:00:00,84235.0,channel_1
1992-01-01 00:00:00,85901.0,channel_1
1992-02-01 00:00:00,63654.0,channel_1
1992-03-01 00:00:00,88729.0,channel_1
1992-04-01 00:00:00,80746.0,channel_1
1992-05-01 00:00:00,87386.0,channel_1
1992-06-01 00:00:00,86865.0,channel_1
1992-07-01 00:00:00,95029.0,channel_1
1992-08-01 00:00:00,93311.0,channel_1
1992-09-01 00:00:00,101869.0,channel_1
1992-10-01 00:00:00,107436.0,channel_1
1992-11-01 00:00:00,121564.0,channel_1
1992-12-01 00:00:00,136512.0,channel_1
1993-01-01 00:00:00,97520.0,channel_1
1993-02-01 00:00:00,116634.0,channel_1
1993-03-01 00:00:00,145740.0,channel_1
1993-04-01 00:00:00,141311.0,channel_1
1993-05-01 00:00:00,167417.0,channel_1
1993-06-01 00:00:00,160927.0,channel_1
1993-07-01 00:00:00,152089.0,channel_1
1993-08-01 00:00:00,156460.0,channel_1
1993-09-01 00:00:00,151842.0,channel_1
1993-10-01 00:00:00,150471.0,channel_1
1993-11-01 00:00:00,143454.0,channel_1
1993-12-01 00:00:00,149113.0,channel_1
1994-01-01 00:00:00,142924.0,channel_1
1994-02-01 00:00:00,92633.0,channel_1
1994-03-01 00:00:00,145359.0,channel_1
1994-04-01 00:00:00,145128.0,channel_1
1994-05-01 00:00:00,167863.0,channel_1
1994-06-01 00:00:00,154626.0,channel_1
1994-07-01 00:00:00,161966.0,channel_1
1994-08-01 00:00:00,174830.0,channel_1
1994-09-01 00:00:00,168436.0,channel_1
1994-10-01 00:00:00,184289.0,channel_1
1994-11-01 00:00:00,196220.0,channel_1
1994-12-01 00:00:00,209404.0,channel_1
1995-01-01 00:00:00,168038.0,channel_1
1995-02-01 00:00:00,139608.0,channel_1
1995-03-01 00:00:00,189606.0,channel_1
1995-04-01 00:00:00,173604.0,channel_1
1995-05-01 00:00:00,194417.0,channel_1
1995-06-01 00:00:00,169506.0,channel_1
1995-07-01 00:00:00,201334.0,channel_1
1995-08-01 00:00:00,202555.0,channel_1
1995-09-01 00:00:00,183181.0,channel_1
1995-10-01 00:00:00,188865.0,channel_1
1995-11-01 00:00:00,206740.0,channel_1
1995-12-01 00:00:00,225791.0,channel_1
1996-01-01 00:00:00,192528.0,channel_1
1996-02-01 00:00:00,169921.0,channel_1
1996-03-01 00:00:00,196058.0,channel_1
