date,data,cols
1,25.3134132547359,channel_1
2,24.3464350342224,channel_1
3,23.3794568137088,channel_1
4,23.3794568137088,channel_1
5,23.3794568137088,channel_1
6,24.3464350342224,channel_1
7,24.3464350342224,channel_1
8,25.3134132547359,channel_1
9,26.2803914752495,channel_1
10,26.2803914752495,channel_1
11,29.1813261367902,channel_1
12,34.9831954598715,channel_1
13,28.2143479162766,channel_1
14,27.247369695763,channel_1
15,26.2803914752495,channel_1
16,26.2803914752495,channel_1
17,27.247369695763,channel_1
18,27.247369695763,channel_1
19,28.2143479162766,channel_1
20,29.1813261367902,channel_1
21,28.2143479162766,channel_1
22,30.1483043573037,channel_1
23,33.0492390188444,channel_1
24,36.9171519008986,channel_1
25,31.1152825778173,channel_1
26,29.1813261367902,channel_1
27,28.2143479162766,channel_1
28,28.2143479162766,channel_1
29,28.2143479162766,channel_1
30,28.2143479162766,channel_1
31,28.2143479162766,channel_1
32,30.1483043573037,channel_1
33,30.1483043573037,channel_1
34,31.1152825778173,channel_1
35,34.0162172393579,channel_1
36,39.8180865624393,channel_1
37,33.0492390188444,channel_1
38,30.1483043573037,channel_1
39,29.1813261367902,channel_1
40,29.1813261367902,channel_1
41,29.1813261367902,channel_1
42,30.1483043573037,channel_1
43,31.1152825778173,channel_1
44,31.1152825778173,channel_1
45,32.0822607983308,channel_1
46,32.0822607983308,channel_1
47,37.8841301214122,channel_1
48,43.6859994444935,channel_1
49,34.0162172393579,channel_1
50,31.1152825778173,channel_1
51,31.1152825778173,channel_1
52,31.1152825778173,channel_1
53,31.1152825778173,channel_1
54,31.1152825778173,channel_1
55,32.0822607983308,channel_1
56,33.0492390188444,channel_1
57,34.0162172393579,channel_1
58,34.0162172393579,channel_1
59,40.7850647829528,channel_1
60,48.5208905470613,channel_1
61,38.8511083419257,channel_1
62,35.950173680385,channel_1
63,34.9831954598715,channel_1
64,33.0492390188444,channel_1
65,34.0162172393579,channel_1
66,34.0162172393579,channel_1
67,35.950173680385,channel_1
68,36.9171519008986,channel_1
69,35.950173680385,channel_1
70,36.9171519008986,channel_1
71,44.6529776650071,channel_1
72,51.4218252086019,channel_1
73,39.8180865624393,channel_1
74,36.9171519008986,channel_1
75,35.950173680385,channel_1
76,34.0162172393579,channel_1
77,34.9831954598715,channel_1
78,34.9831954598715,channel_1
79,37.8841301214122,channel_1
80,38.8511083419257,channel_1
81,41.7520430034664,channel_1
82,42.7190212239799,channel_1
83,52.3888034291155,channel_1
84,60.1246291932239,channel_1
85,49.4878687675748,channel_1
86,45.6199558855206,channel_1
87,42.7190212239799,channel_1
88,42.7190212239799,channel_1
89,44.6529776650071,channel_1
90,46.5869341060342,channel_1
91,48.5208905470613,channel_1
92,50.4548469880884,channel_1
93,50.4548469880884,channel_1
94,53.3557816496291,channel_1
95,64.9595202957917,channel_1
96,74.6293025009273,channel_1
97,60.1246291932239,channel_1
98,55.2897380906562,channel_1
99,55.2897380906562,channel_1
100,53.3557816496291,channel_1
101,52.3888034291155,channel_1
102,54.3227598701426,channel_1
103,55.2897380906562,channel_1
104,56.2567163111697,channel_1
105,60.1246291932239,channel_1
106,62.0585856342511,channel_1
107,76.5632589419544,channel_1
108,88.1669975881171,channel_1
109,67.8604549573324,channel_1
110,63.0255638547646,channel_1
111,63.9925420752782,channel_1
112,61.0916074137375,channel_1
113,62.0585856342511,channel_1
114,63.0255638547646,channel_1
115,63.9925420752782,channel_1
116,65.9264985163053,channel_1
117,65.9264985163053,channel_1
118,63.9925420752782,channel_1
119,76.5632589419544,channel_1
120,91.0679322496578,channel_1
121,68.827433177846,channel_1
122,63.9925420752782,channel_1
123,62.0585856342511,channel_1
124,63.9925420752782,channel_1
125,63.0255638547646,channel_1
126,63.9925420752782,channel_1
127,65.9264985163053,channel_1
128,69.7944113983595,channel_1
129,70.7613896188731,channel_1
130,71.7283678393866,channel_1
131,84.2990847060629,channel_1
132,93.9688669111984,channel_1
133,77.530237162468,channel_1
134,71.7283678393866,channel_1
135,67.8604549573324,channel_1
136,67.8604549573324,channel_1
137,68.827433177846,channel_1
138,69.7944113983595,channel_1
139,76.5632589419544,channel_1
140,76.5632589419544,channel_1
141,72.6953460599002,channel_1
142,78.4972153829815,channel_1
143,92.0349104701713,channel_1
144,102.67167089582,channel_1
145,69.7944113983595,channel_1
146,64.9595202957917,channel_1
147,63.0255638547646,channel_1
148,63.9925420752782,channel_1
149,62.0585856342511,channel_1
150,64.9595202957917,channel_1
151,69.7944113983595,channel_1
152,68.827433177846,channel_1
153,68.827433177846,channel_1
154,73.6623242804137,channel_1
155,89.1339758086306,channel_1
156,93.0018886906849,channel_1
157,75.5962807214408,channel_1
158,70.7613896188731,channel_1
159,69.7944113983595,channel_1
160,69.7944113983595,channel_1
161,72.6953460599002,channel_1
162,74.6293025009273,channel_1
163,81.3981500445222,channel_1
164,79.4641936034951,channel_1
165,81.3981500445222,channel_1
166,83.3321064855493,channel_1
167,102.67167089582,channel_1
168,103.638649116334,channel_1
169,86.23304114709,channel_1
